team_in_possession,ball_zone_x,ball_zone_y,mean_norm_hull,mean_dist_k,n_frames
England,8,6,51.5674173202433,8.512736536610454,47
England,8,7,53.00318887171365,10.279190843035165,60
England,9,0,45.23737904219037,9.122313884874284,46
England,9,1,40.89584959350533,8.077907869074968,37
England,9,2,37.29696289082397,6.143132755363598,39
England,9,3,34.091098412619004,5.419427980043179,16
England,9,4,28.51541303968868,5.28419454529294,17
England,9,5,33.71865257818214,5.649151680638544,34
England,9,6,39.14328441509139,8.04927275940725,49
England,9,7,45.76112069485674,10.489530313698497,58
England,10,0,42.107334964435516,9.932761422521892,20
England,10,1,35.72990874229826,8.46448594124212,23
England,10,2,34.430206071381065,5.079730419148938,11
England,10,5,30.139597760170123,4.535038491575672,14
England,10,6,31.755295499290643,7.060739144481668,21
England,10,7,29.4779305958206,11.54538755633909,22
England,11,0,20.04224045625697,20.704809811952877,10
England,11,1,28.644205568666063,9.100169502760375,15
England,11,5,25.845547927968,6.29985260325241,17
England,11,6,31.15131011498853,8.712180662343037,22
England,11,7,15.625536174235984,26.015329434841505,12
France,0,3,74.49555578511942,22.24600830134743,21
France,0,4,77.412683443629,16.541916183964037,19
France,1,2,70.44502044312316,14.242508500106142,12
France,1,3,53.88516126929143,15.034885252604528,20
France,1,4,52.63486976306343,15.96349612497692,23
France,1,5,57.946098914437044,13.163688298044447,11
France,1,6,65.06452903675546,13.667013041698782,14
France,1,7,71.19270656081716,14.158075964671465,13
France,2,0,74.06626456222328,15.047430196150199,15
France,2,1,70.77469314799805,14.293304471723177,12
France,2,2,63.81302237010798,14.978508729012256,37
France,2,3,64.60964567350095,14.257767205389646,34
France,2,4,59.49694538772008,13.932362569995549,25
France,2,5,63.40373994859612,13.99963250292959,32
France,2,6,64.63946432268764,12.978694805150875,18
France,3,1,61.17654624625567,14.487431648362415,23
France,3,2,61.6775478390523,13.007979084256602,45
France,3,3,60.3705266505555,14.84281856603243,27
France,3,4,54.97513182277478,13.29530969935913,29
France,3,5,63.53477680857489,12.253055488953985,33
France,3,6,70.11563457524463,12.56729068028966,30
France,3,7,71.5968202173721,12.760638755033423,20
France,4,0,70.41927406974882,15.35026637646662,38
France,4,1,63.43073383467192,13.391376700550648,25
France,4,2,63.35847871187339,11.097677483619822,42
France,4,3,60.08509458951572,13.795530034886303,29
France,4,4,61.51580829849397,12.498695336885643,37
France,4,5,62.05345230853917,12.227066908908968,56
France,4,6,61.91343639715518,12.849970017914416,48
France,4,7,68.61129996489274,13.878204929561008,35
France,5,0,70.36447735572622,12.468436679991493,40
France,5,1,62.09800208779003,12.410189054518906,47
France,5,2,60.68983654248841,11.524807852659528,32
France,5,3,54.94653670368693,11.902197363645906,37
France,5,4,55.440973861691916,11.981310345445246,42
France,5,5,62.29444858886134,11.183716270540302,51
France,5,6,62.380078504392486,11.500916068396366,42
France,5,7,65.35057950441515,12.237744537675558,43
France,6,0,64.53975505963943,13.254576026576915,48
France,6,1,58.5000158801719,10.830193929004528,52
France,6,2,55.35061237011275,11.528037525945644,50
France,6,3,49.15140512660141,11.927041744664747,43
France,6,4,50.514565802699444,11.250756194194155,41
France,6,5,54.42309806125087,10.560000611343824,50
France,6,6,59.71802874292695,10.380234157957544,55
France,6,7,64.70064567096172,12.346428743053565,45
France,7,0,63.246200487204995,12.41658289855748,54
France,7,1,58.94220867168379,10.6720214932649,60
France,7,2,54.71757381490663,9.440924505003386,60
France,7,3,48.746650596541855,9.10578150087093,30
France,7,4,47.24820353326624,10.899906788603182,26
France,7,5,43.62102376812275,10.842043976821513,43
France,7,6,59.93228280572783,10.170800897113862,48
France,7,7,65.5044153103899,11.278111684887145,58
France,8,0,60.16362747862987,11.667843331901713,70
France,8,1,52.85812788073572,9.242112665807007,54
France,8,2,46.915248766181115,9.493287868050647,47
France,8,3,41.747061418861925,9.189829240640513,25
