player,team,urs_sum,off_ball_potential_sum,off_ball_captured_sum,xepv_mean,n_confident_candidates,n_received,receiver_conf_rate,primary_role,minutes_played,macro_role,urs_per90,off_ball_potential_per90,n_confident_per90,capitalization_rate,latency_rate,urs_pct_within_role,potential_pct_within_role,xepv_mean_pct_within_role,latency_pct_within_role
Nicolas Seiwald,Austria,1.8609736102252352,3.440166460325714,1.5791928501004788,0.01451547029673297,237,100,0.4219409282700422,Right Defensive Midfield,379,MID,0.4419198546709002,0.8169260723728609,56.279683377308714,0.4590454759421616,0.5409545240578384,52.3,47.7,56.9,61.5
Tijjani Reijnders,Netherlands,2.4039671960078444,4.701840437634692,2.2978732416268475,0.01667319304125777,282,129,0.4574468085106383,Left Defensive Midfield,501,MID,0.4318503944924272,0.8446419947846753,50.65868263473054,0.4887178270096328,0.5112821729903672,50.8,52.3,89.2,40.0
Robin Aime Robert Le Normand,Spain,2.162150063505736,3.510295416826956,1.34814535332122,0.011980530432856504,293,102,0.34812286689419797,Right Center Back,451,CB,0.43147118783928207,0.7005024113401908,58.470066518847005,0.3840546715409618,0.6159453284590382,82.0,80.3,82.0,86.9
Victor Bernth Kristansen,Denmark,0.7667539892258178,1.3694721721136307,0.6027181828878129,0.018019370685705666,76,31,0.40789473684210525,Left Wing Back,160,FB,0.4312991189395225,0.7703280968139173,42.75,0.4401098431650372,0.5598901568349628,64.9,66.7,91.2,42.1
Amadou Onana,Belgium,1.7561842531819771,3.4431349133759035,1.6869506601939264,0.014111208661376653,244,106,0.4344262295081967,Left Defensive Midfield,368,MID,0.42950158365863567,0.8420710385973678,59.67391304347826,0.4899461399669395,0.5100538600330605,49.2,50.8,49.2,33.8
Marc Guehi,England,2.7168225279928246,4.500284742133374,1.7834622141405496,0.011451106214079833,393,156,0.3969465648854962,Left Center Back,579,CB,0.42230401989525773,0.6995261257202136,61.0880829015544,0.3962998601939783,0.6037001398060218,80.3,78.7,68.9,78.7
Saša Lukić,Serbia,0.9514923311918929,1.8777801023947032,0.9262877712028103,0.013412715017105023,140,62,0.44285714285714284,Left Defensive Midfield,205,MID,0.41772834052327007,0.8243912644659673,61.463414634146346,0.49328873493841485,0.5067112650615851,47.7,49.2,35.4,32.3
Dušan Tadić,Serbia,0.7419293430595267,1.3767214863657657,0.6347921433062389,0.01699656156007118,81,35,0.43209876543209874,Center Attacking Midfield,160,CAM,0.41733525547098377,0.7744058360807432,45.5625,0.46108973353931376,0.5389102664606862,60.0,60.0,35.0,30.0
Ruben Vargas,Switzerland,1.3816204767456484,2.303287813941065,0.9216673371954167,0.02113108086184463,109,41,0.3761467889908257,Left Attacking Midfield,304,CAM,0.40903237798390907,0.6818944186009731,32.26973684210526,0.40015291689421484,0.5998470831057852,55.0,50.0,80.0,70.0
Michael Gregoritsch,Austria,0.6122054581097811,0.9393539971071169,0.3271485389973358,0.024719842029134655,38,15,0.39473684210526316,Center Forward,135,FW,0.40813697207318744,0.6262359980714113,25.333333333333336,0.34826970450420114,0.6517302954957989,100.0,90.6,90.6,93.8
Michel Aebischer,Switzerland,2.2022235663074907,4.449432443230285,2.2472088769227945,0.01666454098588122,267,115,0.4307116104868914,Left Wing Back,487,FB,0.4069817679007683,0.8222770428967673,49.34291581108829,0.5050551740237957,0.49494482597620426,63.2,71.9,82.5,12.3
Mykola Shaparenko,Ukraine,0.9980091254462631,1.865448717686047,0.8674395922397841,0.013616413997708373,137,59,0.4306569343065693,Right Defensive Midfield,222,MID,0.4045982940998364,0.7562629936565056,55.54054054054054,0.4650031834248328,0.5349968165751672,46.2,44.6,40.0,56.9
